名前,ID,アクタータイプ,座標X,座標Y,座標Z,回転X,回転Y,回転Z,大きさX,大きさY,大きさZ,モデルのパス,優先度,ゲームタグ,当たり判定無視,トリガー,重力を受ける,コリジョンの半径,コリジョンの高さ,パスをまとめたパス
Higanbana,29,Stage,-0.5837439,0,2.309758,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,12,Stage,3.037123,0,1.33794,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,9,Stage,0.5841887,0,0.4096116,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,62,Stage,-1.28,0,3.86,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,59,Stage,-2.733869,0,1.22617,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,42,Stage,-2.006803,0,1.227842,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,39,Stage,-2.782877,0,2.047941,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,22,Stage,-3.704736,0,2.587988,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,19,Stage,-0.08386874,0,1.61617,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,2,Stage,-2.536803,0,0.687842,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,266,Stage,-0.5,0,1.69,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,53,Stage,-0.4591329,0,0.8481822,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,48,Stage,0.2679329,0,0.849854,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,33,Stage,-0.508141,0,1.669953,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,28,Stage,-1.43,0,2.21,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,13,Stage,2.190867,0,1.238182,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,8,Stage,-0.2620673,0,0.3098539,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,67,Stage,-1.78,0,4.55,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,58,Stage,-3.580125,0,1.126411,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,43,Stage,-2.853059,0,1.128083,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,38,Stage,-3.629133,0,1.948182,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,23,Stage,-4.550992,0,2.488229,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,18,Stage,-0.930125,0,1.516411,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,3,Stage,-3.383059,0,0.5880827,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,265,Stage,0.09,0,2.36,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,54,Stage,-0.7560748,0,1.6901,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,47,Stage,-0.02900898,0,1.691772,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,34,Stage,-0.8050829,0,2.511871,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,27,Stage,-1.726942,0,3.051918,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,14,Stage,1.893925,0,2.080101,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,7,Stage,-0.5590091,0,1.151772,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,68,Stage,-1.19,0,5.22,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,57,Stage,-3.877066,0,1.968328,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,44,Stage,-3.15,0,1.97,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,37,Stage,-3.926074,0,2.790099,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,24,Stage,-4.847933,0,3.330146,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,17,Stage,-1.227066,0,2.358328,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,4,Stage,-3.68,0,1.43,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,260,Stage,-1.27,0,3.08,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,55,Stage,-2.048147,0,0.8543048,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,46,Stage,-1.321081,0,0.8559766,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,35,Stage,-2.097155,0,1.676076,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,26,Stage,-3.019014,0,2.216123,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,15,Stage,0.6018531,0,1.244305,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,6,Stage,-1.851081,0,0.3159765,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,73,Stage,-2.55,0,5.94,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,56,Stage,-5.169149,0,1.132529,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,45,Stage,-4.442083,0,1.134201,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,36,Stage,-5.218157,0,1.9543,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,25,Stage,-6.140016,0,2.494347,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,16,Stage,-2.519149,0,1.522529,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,5,Stage,-4.972083,0,0.594201,0,299.2054,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,259,Stage,-0.5,0,2.68,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,74,Stage,-1.78,0,5.54,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,254,Stage,1.61,0,3.2,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,79,Stage,0.3299999,0,6.06,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,253,Stage,-3.43,0,4.23,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,80,Stage,-4.71,0,7.09,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,248,Stage,-3.84,0,3.35,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,85,Stage,-5.12,0,6.21,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,247,Stage,-2.99,0,2.45,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,86,Stage,-4.27,0,5.31,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,242,Stage,-3.51,0,1.83,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,91,Stage,-4.79,0,4.69,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,241,Stage,-2.71,0,1.33,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,92,Stage,-3.99,0,4.19,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,236,Stage,-3.05,0,0.61,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,97,Stage,-4.33,0,3.47,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,235,Stage,-0.41,0,0.05,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,98,Stage,-1.69,0,2.91,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,230,Stage,1.8,0,0.59,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,103,Stage,0.5199999,0,3.45,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,229,Stage,2.3,0,1.84,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,104,Stage,1.02,0,4.7,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,224,Stage,0.47,0,3.85,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,109,Stage,-0.8099999,0,6.71,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,223,Stage,-1.24,0,5.27,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,110,Stage,-2.52,0,8.13,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,218,Stage,-2.87,0,5.88,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,115,Stage,-4.15,0,8.74,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,217,Stage,-5.01,0,5.5,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,116,Stage,-6.29,0,8.360001,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,212,Stage,1.58,0,5.67,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,121,Stage,0.3,0,8.530001,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,211,Stage,3.24,0,4.82,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,122,Stage,1.96,0,7.68,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,206,Stage,4.81,0,3.91,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,127,Stage,3.53,0,6.77,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
Higanbana,205,Stage,4.91,0,3.04,0,0,0,2,2,2,Title/Higanbana,Static,Object,1,1,0,0,0,None
